INFO 2024-01-04 13:39:33,493 autoreload 23152 29100 Watching for file changes with StatReloader
ERROR 2024-01-07 16:06:58,600 log 10544 17464 Internal Server Error: /admin/collectAndSendEmailAdmin/graduate/
Traceback (most recent call last):
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\db\models\options.py", line 668, in get_field
    return self.fields_map[field_name]
KeyError: 'approve_button'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\utils.py", line 271, in lookup_field
    f = _get_non_gfk_field(opts, name)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\utils.py", line 302, in _get_non_gfk_field
    field = opts.get_field(name)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\db\models\options.py", line 670, in get_field
    raise FieldDoesNotExist(
django.core.exceptions.FieldDoesNotExist: Graduate has no field named 'approve_button'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\core\handlers\base.py", line 220, in _get_response
    response = response.render()
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\response.py", line 114, in render
    self.content = self.rendered_content
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\response.py", line 92, in rendered_content
    return template.render(context, self._request)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\backends\django.py", line 62, in render
    return self.template.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 175, in render
    return self._render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 167, in _render
    return self.nodelist.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 966, in render_annotated
    return self.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\loader_tags.py", line 157, in render
    return compiled_parent._render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 167, in _render
    return self.nodelist.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 966, in render_annotated
    return self.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\loader_tags.py", line 157, in render
    return compiled_parent._render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 167, in _render
    return self.nodelist.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 966, in render_annotated
    return self.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\loader_tags.py", line 63, in render
    result = block.nodelist.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 966, in render_annotated
    return self.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\loader_tags.py", line 63, in render
    result = block.nodelist.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 966, in render_annotated
    return self.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\templatetags\base.py", line 45, in render
    return super().render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\library.py", line 258, in render
    _dict = self.func(*resolved_args, **resolved_kwargs)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\templatetags\admin_list.py", line 336, in result_list
    "results": list(results(cl)),
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\templatetags\admin_list.py", line 312, in results
    yield ResultList(None, items_for_result(cl, res, None))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\templatetags\admin_list.py", line 303, in __init__
    super().__init__(*items)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\templatetags\admin_list.py", line 213, in items_for_result
    f, attr, value = lookup_field(field_name, result, cl.model_admin)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\utils.py", line 280, in lookup_field
    value = attr(obj)
  File "D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py", line 49, in approve_button
    return format_html(
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\utils\html.py", line 103, in format_html
    return mark_safe(format_string.format(*args_safe, **kwargs_safe))
IndexError: Replacement index 3 out of range for positional args tuple
ERROR 2024-01-07 16:06:58,608 basehttp 10544 17464 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 500 369002
INFO 2024-01-07 16:07:14,772 autoreload 10544 32212 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 16:07:15,632 autoreload 32676 29540 Watching for file changes with StatReloader
INFO 2024-01-07 16:07:15,856 basehttp 32676 8416 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31982
INFO 2024-01-07 16:07:15,888 basehttp 32676 8416 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:07:17,251 basehttp 32676 8416 "POST /change_audit_status/ HTTP/1.1" 200 58
INFO 2024-01-07 16:07:18,381 basehttp 32676 8416 "POST /change_audit_status/ HTTP/1.1" 200 58
INFO 2024-01-07 16:07:19,902 basehttp 32676 8416 "POST /change_audit_status/ HTTP/1.1" 200 58
INFO 2024-01-07 16:07:20,854 basehttp 32676 8416 "POST /change_audit_status/ HTTP/1.1" 200 58
INFO 2024-01-07 16:07:23,503 basehttp 32676 8416 "POST /change_audit_status/ HTTP/1.1" 200 58
INFO 2024-01-07 16:07:30,299 basehttp 32676 8416 "POST /change_audit_status/ HTTP/1.1" 200 58
INFO 2024-01-07 16:10:14,824 autoreload 32676 29540 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 16:10:15,686 autoreload 41096 21716 Watching for file changes with StatReloader
INFO 2024-01-07 16:10:15,969 basehttp 41096 26304 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 32023
INFO 2024-01-07 16:10:15,994 basehttp 41096 26304 "GET /static/css/audit_graduate_v2.css HTTP/1.1" 304 0
INFO 2024-01-07 16:10:16,011 basehttp 41096 26304 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:10:16,014 basehttp 41096 15512 "GET /static/js/audit_graduate_v2.js HTTP/1.1" 200 2259
INFO 2024-01-07 16:10:49,888 autoreload 41096 21716 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 16:10:50,676 autoreload 40820 5204 Watching for file changes with StatReloader
INFO 2024-01-07 16:10:52,886 basehttp 40820 12272 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31892
INFO 2024-01-07 16:10:52,924 basehttp 40820 12272 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:11:17,789 autoreload 40820 5204 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 16:11:18,612 autoreload 1772 36616 Watching for file changes with StatReloader
ERROR 2024-01-07 16:11:22,038 log 1772 30284 Internal Server Error: /admin/collectAndSendEmailAdmin/graduate/
Traceback (most recent call last):
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\db\models\options.py", line 668, in get_field
    return self.fields_map[field_name]
KeyError: 'send_email_button'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\utils.py", line 271, in lookup_field
    f = _get_non_gfk_field(opts, name)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\utils.py", line 302, in _get_non_gfk_field
    field = opts.get_field(name)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\db\models\options.py", line 670, in get_field
    raise FieldDoesNotExist(
django.core.exceptions.FieldDoesNotExist: Graduate has no field named 'send_email_button'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\core\handlers\base.py", line 220, in _get_response
    response = response.render()
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\response.py", line 114, in render
    self.content = self.rendered_content
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\response.py", line 92, in rendered_content
    return template.render(context, self._request)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\backends\django.py", line 62, in render
    return self.template.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 175, in render
    return self._render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 167, in _render
    return self.nodelist.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 966, in render_annotated
    return self.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\loader_tags.py", line 157, in render
    return compiled_parent._render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 167, in _render
    return self.nodelist.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 966, in render_annotated
    return self.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\loader_tags.py", line 157, in render
    return compiled_parent._render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 167, in _render
    return self.nodelist.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 966, in render_annotated
    return self.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\loader_tags.py", line 63, in render
    result = block.nodelist.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 966, in render_annotated
    return self.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\loader_tags.py", line 63, in render
    result = block.nodelist.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 1005, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\base.py", line 966, in render_annotated
    return self.render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\templatetags\base.py", line 45, in render
    return super().render(context)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\template\library.py", line 258, in render
    _dict = self.func(*resolved_args, **resolved_kwargs)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\templatetags\admin_list.py", line 336, in result_list
    "results": list(results(cl)),
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\templatetags\admin_list.py", line 312, in results
    yield ResultList(None, items_for_result(cl, res, None))
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\templatetags\admin_list.py", line 303, in __init__
    super().__init__(*items)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\templatetags\admin_list.py", line 213, in items_for_result
    f, attr, value = lookup_field(field_name, result, cl.model_admin)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\contrib\admin\utils.py", line 280, in lookup_field
    value = attr(obj)
  File "D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py", line 37, in send_email_button
    send_email_btn_class, obj.id, obj.id, obj.email_status.status
AttributeError: 'int' object has no attribute 'status'
ERROR 2024-01-07 16:11:22,049 basehttp 1772 30284 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 500 365522
INFO 2024-01-07 16:11:27,406 autoreload 1772 36616 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 16:11:28,187 autoreload 2924 29180 Watching for file changes with StatReloader
INFO 2024-01-07 16:11:29,102 basehttp 2924 7488 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31892
INFO 2024-01-07 16:11:29,139 basehttp 2924 26672 "GET /static/js/audit_graduate_v2.js HTTP/1.1" 304 0
INFO 2024-01-07 16:11:29,142 basehttp 2924 7488 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:11:48,013 autoreload 2924 29180 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 16:11:48,769 autoreload 4656 35512 Watching for file changes with StatReloader
INFO 2024-01-07 16:11:57,062 basehttp 4656 29448 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31892
INFO 2024-01-07 16:11:57,104 basehttp 4656 29448 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:12:00,870 basehttp 4656 29448 "POST /change_audit_status/ HTTP/1.1" 200 58
INFO 2024-01-07 16:13:08,176 autoreload 4656 35512 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\views.py changed, reloading.
INFO 2024-01-07 16:13:08,979 autoreload 29872 22720 Watching for file changes with StatReloader
INFO 2024-01-07 16:13:28,773 autoreload 29872 22720 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\views.py changed, reloading.
INFO 2024-01-07 16:13:29,541 autoreload 34956 37392 Watching for file changes with StatReloader
INFO 2024-01-07 16:13:40,126 autoreload 34956 37392 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\urls.py changed, reloading.
INFO 2024-01-07 16:13:40,956 autoreload 5944 10784 Watching for file changes with StatReloader
INFO 2024-01-07 16:15:07,192 basehttp 5944 33132 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31854
INFO 2024-01-07 16:15:07,220 basehttp 5944 33132 "GET /static/css/audit_graduate_v2.css HTTP/1.1" 304 0
INFO 2024-01-07 16:15:07,242 basehttp 5944 33132 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:15:07,260 basehttp 5944 41952 "GET /static/js/audit_graduate_v2.js HTTP/1.1" 200 3008
ERROR 2024-01-07 16:15:08,881 log 5944 41952 Internal Server Error: /handle_send_email/
Traceback (most recent call last):
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
TypeError: handle_send_email() missing 1 required positional argument: 'graduate_id'
ERROR 2024-01-07 16:15:08,883 basehttp 5944 41952 "POST /handle_send_email/ HTTP/1.1" 500 65089
INFO 2024-01-07 16:16:09,535 autoreload 5944 10784 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\views.py changed, reloading.
INFO 2024-01-07 16:16:10,402 autoreload 16908 3380 Watching for file changes with StatReloader
INFO 2024-01-07 16:16:21,962 autoreload 16908 3380 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\views.py changed, reloading.
INFO 2024-01-07 16:16:22,710 autoreload 39204 22000 Watching for file changes with StatReloader
INFO 2024-01-07 16:16:52,783 autoreload 39204 22000 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\views.py changed, reloading.
INFO 2024-01-07 16:16:53,530 autoreload 16048 35076 Watching for file changes with StatReloader
INFO 2024-01-07 16:18:36,301 basehttp 16048 2664 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31854
INFO 2024-01-07 16:18:36,338 basehttp 16048 2664 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:18:36,348 basehttp 16048 6692 "GET /static/js/audit_graduate_v2.js HTTP/1.1" 200 3167
INFO 2024-01-07 16:20:26,569 basehttp 16048 6692 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31854
INFO 2024-01-07 16:20:26,610 basehttp 16048 6692 "GET /static/css/audit_graduate_v2.css HTTP/1.1" 304 0
INFO 2024-01-07 16:20:26,623 basehttp 16048 6692 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:20:26,638 basehttp 16048 2664 "GET /static/js/audit_graduate_v2.js HTTP/1.1" 200 3272
INFO 2024-01-07 16:20:43,692 basehttp 16048 2664 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31854
INFO 2024-01-07 16:20:43,725 basehttp 16048 2664 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:20:43,734 basehttp 16048 6692 "GET /static/js/audit_graduate_v2.js HTTP/1.1" 200 3291
INFO 2024-01-07 16:21:40,843 autoreload 16048 35076 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 16:21:41,615 autoreload 41132 32988 Watching for file changes with StatReloader
INFO 2024-01-07 16:21:42,871 autoreload 41132 32988 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 16:21:43,661 autoreload 29572 33448 Watching for file changes with StatReloader
INFO 2024-01-07 16:21:50,232 basehttp 29572 23184 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31950
INFO 2024-01-07 16:21:50,305 basehttp 29572 32340 "GET /static/js/audit_graduate_v2.js HTTP/1.1" 304 0
INFO 2024-01-07 16:21:50,310 basehttp 29572 23184 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:22:39,196 basehttp 29572 23184 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31950
INFO 2024-01-07 16:22:39,245 basehttp 29572 32340 "GET /static/js/audit_graduate_v2.js HTTP/1.1" 200 3272
INFO 2024-01-07 16:22:39,248 basehttp 29572 23184 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:22:53,963 autoreload 29572 33448 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 16:22:54,861 autoreload 33384 27508 Watching for file changes with StatReloader
INFO 2024-01-07 16:22:55,178 basehttp 33384 30360 - Broken pipe from ('127.0.0.1', 56129)
INFO 2024-01-07 16:22:59,205 autoreload 33384 27508 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 16:22:59,998 autoreload 39676 23720 Watching for file changes with StatReloader
INFO 2024-01-07 16:23:03,592 basehttp 39676 38328 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31854
INFO 2024-01-07 16:23:03,631 basehttp 39676 30088 "GET /static/js/audit_graduate_v2.js HTTP/1.1" 304 0
INFO 2024-01-07 16:23:03,635 basehttp 39676 38328 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:25:35,506 basehttp 39676 38328 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31854
INFO 2024-01-07 16:25:35,533 basehttp 39676 38328 "GET /static/css/audit_graduate_v2.css HTTP/1.1" 304 0
INFO 2024-01-07 16:25:35,546 basehttp 39676 38328 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:25:35,567 basehttp 39676 30088 "GET /static/js/audit_graduate_v2.js HTTP/1.1" 200 2466
ERROR 2024-01-07 16:25:38,925 log 39676 30088 Internal Server Error: /handle_send_email/
Traceback (most recent call last):
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\utils\deprecation.py", line 138, in __call__
    response = self.process_response(request, response)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\middleware\clickjacking.py", line 27, in process_response
    if response.get("X-Frame-Options") is not None:
AttributeError: 'int' object has no attribute 'get'
ERROR 2024-01-07 16:25:38,927 basehttp 39676 30088 "POST /handle_send_email/ HTTP/1.1" 500 68124
INFO 2024-01-07 16:26:54,722 autoreload 39676 23720 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\views.py changed, reloading.
INFO 2024-01-07 16:26:55,535 autoreload 40624 2892 Watching for file changes with StatReloader
ERROR 2024-01-07 16:26:57,383 log 40624 21524 Internal Server Error: /handle_send_email/
Traceback (most recent call last):
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\utils\deprecation.py", line 138, in __call__
    response = self.process_response(request, response)
  File "D:\aSoftware\Anaconda\envs\py3.8\lib\site-packages\django\middleware\clickjacking.py", line 27, in process_response
    if response.get("X-Frame-Options") is not None:
AttributeError: 'int' object has no attribute 'get'
ERROR 2024-01-07 16:26:57,384 basehttp 40624 21524 "POST /handle_send_email/ HTTP/1.1" 500 68124
INFO 2024-01-07 16:28:39,697 autoreload 40624 2892 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\views.py changed, reloading.
INFO 2024-01-07 16:28:40,540 autoreload 25344 35380 Watching for file changes with StatReloader
INFO 2024-01-07 16:28:42,713 basehttp 25344 14580 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31854
INFO 2024-01-07 16:28:42,754 basehttp 25344 31944 "GET /static/js/audit_graduate_v2.js HTTP/1.1" 304 0
INFO 2024-01-07 16:28:42,760 basehttp 25344 14580 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 16:28:45,175 basehttp 25344 14580 "POST /handle_send_email/ HTTP/1.1" 200 39
INFO 2024-01-07 16:30:28,822 autoreload 25344 35380 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\views.py changed, reloading.
INFO 2024-01-07 16:30:29,602 autoreload 38080 34484 Watching for file changes with StatReloader
INFO 2024-01-07 16:35:14,452 autoreload 38080 34484 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\views.py changed, reloading.
INFO 2024-01-07 16:35:15,209 autoreload 13304 1280 Watching for file changes with StatReloader
INFO 2024-01-07 16:38:10,110 autoreload 13304 1280 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\views.py changed, reloading.
INFO 2024-01-07 16:38:10,866 autoreload 35820 24928 Watching for file changes with StatReloader
INFO 2024-01-07 16:38:17,133 autoreload 35820 24928 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\views.py changed, reloading.
INFO 2024-01-07 16:38:17,946 autoreload 16464 31012 Watching for file changes with StatReloader
INFO 2024-01-07 16:41:38,264 autoreload 16464 31012 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\views.py changed, reloading.
INFO 2024-01-07 16:41:39,116 autoreload 32160 31624 Watching for file changes with StatReloader
